,Claim Number,Date Received,Incident Date,Airport Code,Airport Name,Airline Name,Claim Type,Claim Site,Item Category,Close Amount,Disposition
6674,2014100117273,2014-07-23 00:00:00,2014-06-09 00:00:00,BDL,Bradley International Airport,Southwest Airlines  ,Property Damage,Checked Baggage,Computer & Accessories,0.0,-
6675,2014100117274,2014-10-01 00:00:00,2014-09-17 00:00:00,-,-,Delta Air Lines  ,Compliment,Checked Baggage,-,0.0,-
6676,2014100117275,2014-11-03 00:00:00,2012-09-26 10:00:00,RNO,Reno/Tahoe International,-,Personal Injury,Other,-,0.0,Deny
6677,2014100117276,2014-09-18 00:00:00,2014-09-16 14:45:00,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Currency,0.0,-
6678,2014100217277,2014-09-18 00:00:00,2014-09-03 00:00:00,ORD,Chicago O'Hare International Airport,Air France,Passenger Property Loss,Checked Baggage,"Books, Magazines & Other",0.0,Deny
6679,2014100217278,2014-09-16 00:00:00,2014-08-27 05:20:00,MIA,Miami International Airport,American Airlines  ,Passenger Property Loss,Checked Baggage,Personal Electronics,0.0,-
6680,2014100217279,2014-09-18 00:00:00,2014-09-11 13:00:00,EWR,Newark International Airport,UAL  ,Passenger Property Loss,Checked Baggage,Personal Electronics,0.0,-
6681,2014100217280,2014-09-18 00:00:00,2014-06-16 00:00:00,IAD,Washington Dulles International,UAL  ,Passenger Property Loss,Checked Baggage,Clothing,0.0,-
6682,2014100217281,2014-09-22 00:00:00,2014-09-17 17:30:00,LAX,Los Angeles International Airport ,UAL  ,Property Damage,Checked Baggage,Baggage/Cases/Purses; Computer & Accessories,0.0,-
6683,2014100217282,2014-09-18 00:00:00,2014-09-12 18:00:00,MDW,Midway International Airport,Southwest Airlines  ,Passenger Property Loss,Checkpoint,Other,0.0,Deny
6684,2014100217283,2014-09-22 00:00:00,2014-09-09 05:00:00,STL,Lambert St. Louis International,UAL  ,Property Damage,Checked Baggage,Computer & Accessories; Cosmetics & Grooming,0.0,-
6685,2014100217284,2014-09-22 00:00:00,2014-08-07 08:45:00,RDU,Raleigh-Durham International,USAir  ,Property Damage,Checkpoint,Personal Electronics,0.0,-
6686,2014100217285,2014-09-23 00:00:00,2014-09-15 00:00:00,MFR,Rogue Valley International,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Jewelry & Watches,0.0,-
6687,2014100217286,2014-09-22 00:00:00,2013-04-27 09:45:00,PHL,Philadelphia International Airport,USAir  ,Property Damage,Checked Baggage,Jewelry & Watches,0.0,-
6688,2014100217287,2014-09-23 00:00:00,2014-09-21 00:00:00,LAS,McCarran International,UAL  ,Property Damage,Checked Baggage,Travel Accessories,0.0,Deny
6689,2014100217288,2014-09-23 00:00:00,2014-09-22 06:30:00,FAY,Fayetteville Regional,USAir  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,0.0,-
6690,2014100217289,2014-09-23 00:00:00,2014-08-28 15:20:00,PHL,Philadelphia International Airport,USAir  ,Passenger Property Loss,Checked Baggage,Personal Accessories,0.0,-
6691,2014100217290,2014-09-22 00:00:00,2014-01-02 10:15:00,F,Foreign airport,USAir  ,Property Damage,Checked Baggage,Other,0.0,-
6692,2014100217291,2014-09-23 00:00:00,2014-09-19 05:00:00,ATL,Hartsfield-Jackson Atlanta International Airport,Frontier Airlines,Passenger Property Loss,Checkpoint,Clothing,0.0,-
6693,2014100217292,2014-09-23 00:00:00,2014-08-29 00:00:00,SAN,San Diego International,American Airlines  ,Property Damage,Checked Baggage,Computer & Accessories,0.0,-
6694,2014100217293,2014-09-23 00:00:00,2014-09-15 06:00:00,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Cameras,0.0,-
6695,2014100217294,2014-09-23 00:00:00,2014-09-11 14:00:00,YUM,Yuma International Airport,USAir  ,Passenger Property Loss,Checked Baggage,Jewelry & Watches,45.0,Approve in Full
6696,2014100217295,2014-09-23 00:00:00,2014-09-14 19:00:00,JFK,John F. Kennedy International,Jet Blue,Passenger Property Loss,Checked Baggage,Jewelry & Watches,0.0,-
6697,2014100217296,2014-09-12 00:00:00,2014-08-26 00:00:00,DSM,Des Moines International,Delta Air Lines  ,Property Damage,Checked Baggage,Sporting Equipment & Supplies,0.0,-
6698,2014100217298,2014-09-23 00:00:00,2014-09-09 00:00:00,TUS,Tucson International,Delta Air Lines  ,Property Damage,Checked Baggage,Travel Accessories,12.5,Approve in Full
6699,2014100217299,2014-10-02 00:00:00,2014-09-14 19:00:00,JFK,John F. Kennedy International,Jet Blue,Passenger Property Loss,Checkpoint,Jewelry & Watches,0.0,-
6700,2014100217300,2014-09-17 00:00:00,2014-08-27 00:00:00,BOS,Boston (Logan) International Airport ,Air France,Passenger Property Loss,Checked Baggage,Other,0.0,-
6701,2014100217301,2014-09-23 00:00:00,2014-09-15 17:15:00,OAK,Metropolitan Oakland International,Jet Blue,Passenger Property Loss,Checked Baggage,Jewelry & Watches,0.0,-
6702,2014100217302,2014-10-02 00:00:00,2014-09-10 15:00:00,SJC,Norman Y Mineta San Jose International,Southwest Airlines  ,Property Damage,Checked Baggage,Computer & Accessories,0.0,-
6703,2014100217303,2014-09-22 00:00:00,2014-09-03 09:30:00,JFK,John F. Kennedy International,Carribean Airlines,Passenger Property Loss,Checked Baggage,Cameras,0.0,Deny
6704,2014100217304,2014-09-18 00:00:00,2014-09-03 00:00:00,AUS,Austin-Bergstrom International Airport,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Food & Drink,0.0,Deny
6705,2014100217305,2014-09-23 00:00:00,2014-09-21 06:15:00,BWI,Baltimore/Washington Intl Thurgood Marshall,Southwest Airlines  ,Property Damage,Checked Baggage,"Books, Magazines & Other; Other",0.0,-
6706,2014100217306,2014-09-19 00:00:00,2014-03-19 00:00:00,LAS,McCarran International,Southwest Airlines  ,Property Damage,Checked Baggage,Computer & Accessories,0.0,Deny
6707,2014100217307,2014-09-18 00:00:00,2014-08-15 00:00:00,GUM,Guam,UAL  ,Passenger Property Loss,Checkpoint,Jewelry & Watches,0.0,-
6708,2014100217308,2014-09-23 00:00:00,2014-07-22 00:00:00,CLT,Charlotte/Douglas International Airport,Southwest Airlines  ,Property Damage,Checked Baggage,Sporting Equipment & Supplies,0.0,-
6709,2014100217309,2014-09-17 00:00:00,2014-08-19 00:00:00,AUS,Austin-Bergstrom International Airport,American Airlines  ,Passenger Property Loss,Checked Baggage,Clothing,0.0,-
6710,2014100217310,2014-09-19 00:00:00,2014-09-07 14:00:00,EWR,Newark International Airport,Porter Airlines,Property Damage,Checked Baggage,Clothing,0.0,-
6711,2014100217311,2014-09-19 00:00:00,2014-09-13 12:30:00,JFK,John F. Kennedy International,Transaero Airlines,Passenger Property Loss,Checkpoint,Computer & Accessories,0.0,-
6712,2014100217312,2014-09-18 00:00:00,2014-08-31 17:00:00,JFK,John F. Kennedy International,Swiss Air  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,0.0,-
6713,2014100217313,2014-09-21 00:00:00,2014-09-21 05:55:00,JFK,John F. Kennedy International,USAir  ,Property Damage,Checkpoint,Computer & Accessories,0.0,-
6714,2014100217314,2014-08-21 00:00:00,2014-07-07 00:00:00,OGG,"Kahului-Maui, HI",UAL  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,50.0,Settle
6715,2014100217315,2014-09-19 00:00:00,2013-10-23 13:00:00,MDW,Midway International Airport,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming,17.99,Approve in Full
6716,2014100217316,2014-09-19 00:00:00,2014-08-30 00:00:00,DEN,Denver International Airport ,Frontier Airlines,Passenger Property Loss,Checked Baggage,Audio/Video,0.0,-
6717,2014100217317,2014-09-21 00:00:00,2014-09-08 07:00:00,DTW,Detroit Metropolitan Wayne County Airport,Spirit Airlines,Property Damage,Checked Baggage,Travel Accessories,340.0,Settle
6718,2014100217318,2014-08-21 00:00:00,2014-07-07 00:00:00,OGG,"Kahului-Maui, HI",UAL  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,0.0,-
6719,2014100217319,2014-09-18 00:00:00,2014-09-05 15:38:00,MSY,New Orleans International,American Airlines  ,Passenger Property Loss,Checked Baggage,Jewelry & Watches,0.0,Deny
6720,2014100217320,2014-09-22 00:00:00,2014-09-15 13:30:00,DFW,Dallas-Fort Worth International Airport ,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Audio/Video,0.0,-
6721,2014100217321,2014-09-23 00:00:00,2014-09-19 21:00:00,DFW,Dallas-Fort Worth International Airport ,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Clothing,0.0,-
6722,2014100217322,2014-09-24 00:00:00,2014-09-20 08:10:00,-,-,-,Property Damage,Checkpoint,Personal Electronics,0.0,-
6723,2014100317323,2014-09-23 00:00:00,2014-07-18 23:00:00,SAN,San Diego International,Delta Air Lines  ,Property Damage,Checked Baggage,Sporting Equipment & Supplies,200.0,Approve in Full
6724,2014100317324,2014-09-23 00:00:00,2014-08-05 00:00:00,ATL,Hartsfield-Jackson Atlanta International Airport,UAL  ,Passenger Property Loss,Checked Baggage,Other,0.0,-
6725,2014100317325,2014-09-23 00:00:00,2014-09-19 15:00:00,BOS,Boston (Logan) International Airport ,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming,0.0,-
6726,2014100317326,2014-09-22 00:00:00,2014-08-09 14:00:00,TPA,Tampa International,Jet Blue,Property Damage,Checkpoint,Personal Accessories,0.0,-
6727,2014100317327,2014-09-23 00:00:00,2014-08-06 06:25:00,RDU,Raleigh-Durham International,UAL  ,Passenger Property Loss,Checkpoint,Medical/Science,0.0,-
6728,2014100317328,2014-10-03 00:00:00,2014-08-18 16:18:00,AUS,Austin-Bergstrom International Airport,Alaska Airlines  ,Property Damage,Checked Baggage,Sporting Equipment & Supplies,0.0,-
6729,2014100317329,2014-09-22 00:00:00,2014-09-12 08:40:00,BOS,Boston (Logan) International Airport ,Alaska Airlines  ,Property Damage,Checked Baggage,Home Decor,0.0,-
6730,2014100317330,2014-09-23 00:00:00,2014-06-10 00:00:00,AUS,Austin-Bergstrom International Airport,Jet Blue,Passenger Property Loss,Checked Baggage,Clothing,0.0,Deny
6731,2014100317331,2014-09-23 00:00:00,2014-09-11 00:00:00,ORD,Chicago O'Hare International Airport,UAL  ,Property Damage,Checked Baggage,Sporting Equipment & Supplies,137.5,Settle
6732,2014100317332,2014-09-24 00:00:00,2014-09-21 10:00:00,SAN,San Diego International,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Travel Accessories,19.09,Approve in Full
6733,2014100317333,2014-09-23 00:00:00,2014-09-09 00:00:00,MSP,Minneapolis/ St.Paul International Airport,Delta Air Lines  ,-,Checked Baggage,Personal Electronics,0.0,-
6734,2014100317334,2014-09-22 00:00:00,2014-09-17 13:00:00,MCI,Kansas City International,UAL  ,Passenger Property Loss,Checked Baggage,Jewelry & Watches,0.0,-
6735,2014100317335,2014-09-22 00:00:00,2014-08-24 16:10:00,MKE,General Mitchell International Airport,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming; Cosmetics & Grooming,0.0,-
6736,2014100317336,2014-09-24 00:00:00,2014-07-29 17:30:00,-,-,-,Property Damage,Checkpoint,Personal Electronics,0.0,-
6737,2014100317337,2014-09-19 00:00:00,2014-08-24 11:45:00,CLE,Cleveland Hopkins International,American Airlines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,49.99,Approve in Full
6738,2014100317338,2014-09-23 00:00:00,2014-09-19 20:45:00,JFK,John F. Kennedy International,Etihad Airways,Passenger Property Loss,Checked Baggage,Personal Electronics,0.0,-
6739,2014100317339,2014-09-23 00:00:00,2014-09-08 18:00:00,MKE,General Mitchell International Airport,Southwest Airlines  ,Property Damage,Checkpoint,Baggage/Cases/Purses,21.99,Approve in Full
6740,2014100317340,2014-09-23 00:00:00,2014-05-19 16:16:00,ELP,El Paso International Airport,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Home Decor,0.0,-
6741,2014100317341,2014-09-24 00:00:00,2014-08-30 10:30:00,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Travel Accessories,0.0,-
6742,2014100317342,2014-09-22 00:00:00,2014-09-18 13:30:00,AVL,Asheville Regional Airport,Allegiant Air,Property Damage,Checked Baggage,Sporting Equipment & Supplies,0.0,-
6743,2014100317343,2014-09-23 00:00:00,2014-09-03 09:40:00,DEN,Denver International Airport ,Southwest Airlines  ,Property Damage,Checkpoint,Medical/Science,35.0,Approve in Full
6744,2014100317344,2014-09-15 00:00:00,2014-08-13 15:00:00,DFW,Dallas-Fort Worth International Airport ,American Airlines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses; Computer & Accessories,0.0,-
6745,2014100317345,2014-09-23 00:00:00,2014-09-22 15:20:00,SNA,John Wayne,Southwest Airlines  ,Passenger Property Loss,Checkpoint,Computer & Accessories,0.0,-
6746,2014100317346,2014-09-29 00:00:00,2014-07-18 01:00:00,JFK,John F. Kennedy International,-,Passenger Property Loss,Checked Baggage,Tools & Home Improvement Supplies,0.0,-
6747,2014100317347,2014-09-22 00:00:00,2014-07-21 12:05:00,HOU,William P. Hobby,Southwest Airlines  ,Property Damage,Checkpoint,Personal Accessories,124.0,Approve in Full
6748,2014100317348,2014-09-22 00:00:00,2014-09-08 19:45:00,MRY,Monterey Peninsula Airport,-,Property Damage,Checkpoint,Home Decor,25.0,Approve in Full
6749,2014100317349,2014-09-22 00:00:00,2014-09-10 18:30:00,MIA,Miami International Airport,American Airlines  ,Personal Injury,Checked Baggage,Baggage/Cases/Purses,0.0,-
6750,2014100317350,2014-09-24 00:00:00,2014-09-21 10:00:00,HOU,William P. Hobby,-,Property Damage,Checkpoint,Personal Accessories,0.0,-
6751,2014100317351,2014-09-24 00:00:00,2014-09-10 21:45:00,HNL,Honolulu International Airport,Hawaiian Airlines  ,Property Damage,Checked Baggage,Travel Accessories,7.49,Approve in Full
6752,2014100317352,2014-09-24 00:00:00,2014-08-28 00:00:00,ONT,Ontario International,Southwest Airlines  ,Property Damage,Checkpoint,Computer & Accessories,0.0,-
6753,2014100317353,2014-09-23 00:00:00,2014-08-31 10:30:00,ELP,El Paso International Airport,American Airlines  ,Passenger Property Loss,Checked Baggage,Clothing,0.0,Deny
6754,2014100317354,2014-09-21 00:00:00,2014-09-10 09:15:00,-,-,American Airlines  ,Property Damage,Checked Baggage,Clothing; Clothing; Other,0.0,-
6755,2014100317355,2014-09-22 00:00:00,2014-09-15 05:30:00,EWR,Newark International Airport,UAL  ,Property Damage,Checkpoint,Other,0.0,-
6756,2014100317356,2014-09-16 00:00:00,2014-08-14 19:50:00,FLL,Ft. Lauderdale-Hollywood International,Southwest Airlines  ,Property Damage,Checked Baggage,Computer & Accessories,0.0,-
6757,2014100317357,2014-09-22 00:00:00,2014-09-06 00:00:00,LAX,Los Angeles International Airport ,Lan Airlines,Passenger Property Loss,Checked Baggage,Clothing,60.0,Approve in Full
6758,2014100417358,2014-09-18 00:00:00,2014-08-31 00:30:00,LAX,Los Angeles International Airport ,UAL  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,0.0,-
6759,2014100417359,2014-09-22 00:00:00,2014-09-09 18:00:00,SJU,Luis Munoz Marin International,Delta Air Lines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,0.0,-
6760,2014100417360,2014-09-18 00:00:00,2014-08-10 16:55:00,BNA,Nashville International,Delta Air Lines  ,Property Damage,Checked Baggage,Other,0.0,-
6761,2014100417361,2014-09-22 00:00:00,2014-09-15 00:00:00,ELP,El Paso International Airport,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Other,0.0,Deny
6762,2014100417362,2014-09-21 00:00:00,2014-09-04 00:00:00,HPN,"Westchester County, White Plains",Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Currency,0.0,Deny
6763,2014100417363,2014-09-21 00:00:00,2014-09-11 08:15:00,LAS,McCarran International,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming,0.0,Deny
6764,2014100417364,2014-09-16 00:00:00,2014-09-16 05:30:00,MSP,Minneapolis/ St.Paul International Airport,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming,0.0,Deny
6765,2014100517365,2014-09-22 00:00:00,2014-04-07 19:20:00,FLL,Ft. Lauderdale-Hollywood International,Southwest Airlines  ,Property Damage,Checkpoint,Computer & Accessories,0.0,-
6766,2014100517366,2014-09-20 00:00:00,2014-09-07 07:00:00,MCO,Orlando International Airport,Delta Air Lines  ,Property Damage,Checked Baggage,Other,0.0,-
6767,2014100517367,2014-09-24 00:00:00,2014-08-06 13:00:00,JFK,John F. Kennedy International,Jet Blue,Property Damage,Checked Baggage,Baggage/Cases/Purses; Baggage/Cases/Purses,0.0,-
6768,2014100617368,2014-09-22 00:00:00,2014-08-13 00:00:00,ATL,Hartsfield-Jackson Atlanta International Airport,UAL  ,Passenger Property Loss,Checked Baggage,Personal Accessories,0.0,-
6769,2014100617369,2014-09-24 00:00:00,2014-09-01 05:16:00,DTW,Detroit Metropolitan Wayne County Airport,American Airlines  ,Property Damage,Checkpoint,Baggage/Cases/Purses,0.0,-
6770,2014100617370,2014-09-24 00:00:00,2014-08-15 00:30:00,FAI,Fairbanks International,Alaska Airlines  ,Passenger Property Loss,Checkpoint,Currency,35.0,Approve in Full
6771,2014100617371,2014-09-24 00:00:00,2014-08-21 00:00:00,DTW,Detroit Metropolitan Wayne County Airport,Delta Air Lines  ,Property Damage,Checked Baggage,Sporting Equipment & Supplies,0.0,-
6772,2014100617372,2014-09-24 00:00:00,2014-08-29 18:00:00,SEA,Seattle-Tacoma International,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Clothing,89.01,Settle
6773,2014100617373,2014-09-24 00:00:00,2014-09-08 18:20:00,PHL,Philadelphia International Airport,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Other,0.0,Deny
6774,2014100617374,2014-09-24 00:00:00,2014-09-01 11:00:00,LAX,Los Angeles International Airport ,Asiana Airlines,Passenger Property Loss,Checked Baggage,Clothing,0.0,-
6775,2014100617375,2014-09-22 00:00:00,2014-09-02 00:00:00,-,-,-,Passenger Property Loss,-,Jewelry & Watches,0.0,-
6776,2014100617376,2014-09-24 00:00:00,2014-09-04 04:30:00,ORD,Chicago O'Hare International Airport,UAL  ,Passenger Property Loss,Checked Baggage,Sporting Equipment & Supplies,987.79,Settle
6777,2014100617377,2014-09-24 00:00:00,2014-09-11 14:15:00,IFP,Laughlin/Bullhead International Airport,Sun Country Airlines Inc  ,Property Damage,Checked Baggage,Cosmetics & Grooming,0.0,-
6778,2014100617378,2014-09-25 00:00:00,2014-09-18 15:00:00,JFK,John F. Kennedy International,Jet Blue,Passenger Property Loss,Checked Baggage,Computer & Accessories; Jewelry & Watches; Jewelry & Watches; Personal Electronics,0.0,-
6779,2014100617379,2014-09-24 00:00:00,2014-08-04 00:00:00,ORD,Chicago O'Hare International Airport,Jet Blue,Passenger Property Loss,Checked Baggage,Computer & Accessories,0.0,-
6780,2014100617380,2014-09-24 00:00:00,2014-09-09 14:30:00,OAK,Metropolitan Oakland International,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Clothing,0.0,-
6781,2014100617381,2014-09-25 00:00:00,2014-09-18 19:00:00,DFW,Dallas-Fort Worth International Airport ,American Airlines  ,Passenger Property Loss,Checked Baggage,Travel Accessories,0.0,-
6782,2014100617382,2014-09-24 00:00:00,2014-08-31 17:30:00,IAD,Washington Dulles International,Virgin America,Property Damage,Checked Baggage,Clothing; Cosmetics & Grooming,0.0,-
6783,2014100617383,2014-09-25 00:00:00,2014-09-11 17:45:00,PBI,Palm Beach International,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Medical/Science,0.0,-
6784,2014100617384,2014-09-24 00:00:00,2014-06-25 06:00:00,SLC,Salt Lake City International Airport,Southwest Airlines  ,Property Damage,Checkpoint,Computer & Accessories,328.04,Settle
6785,2014100617385,2014-09-23 00:00:00,2014-08-08 00:00:00,LAX,Los Angeles International Airport ,-,Passenger Property Loss,Checked Baggage,Clothing,0.0,-
6786,2014100617386,2014-09-23 00:00:00,2014-09-13 04:45:00,ROA,Roanoke Regional Airport,USAir  ,Passenger Property Loss,Checked Baggage,Jewelry & Watches,0.0,-
6787,2014100617387,2014-09-24 00:00:00,2014-08-17 00:00:00,ORD,Chicago O'Hare International Airport,Cathay Pacific - CX,Passenger Property Loss,Checked Baggage,Clothing,0.0,-
6788,2014100617388,2014-09-24 00:00:00,2014-09-07 00:00:00,MDW,Midway International Airport,Southwest Airlines  ,Property Damage,Checked Baggage,Other; Other,0.0,-
6789,2014100617389,2014-09-25 00:00:00,2014-09-13 07:30:00,PDX,Portland International,American Airlines  ,Property Damage,Checked Baggage,Computer & Accessories,0.0,-
6790,2014100617390,2014-09-25 00:00:00,2014-08-10 00:00:00,DFW,Dallas-Fort Worth International Airport ,American Airlines  ,Passenger Property Loss,Checked Baggage,Cameras,0.0,-
6791,2014100617391,2014-09-23 00:00:00,2014-08-02 07:15:00,GRK,Kileen - Ft. Hood Regional,American Airlines  ,Passenger Property Loss,Checked Baggage,-,0.0,-
6792,2014100617392,2014-09-24 00:00:00,2014-06-16 22:00:00,JFK,John F. Kennedy International,Polish Airlines  ,Passenger Property Loss,Checked Baggage,Clothing,159.05,Approve in Full
6793,2014100617393,2014-09-22 00:00:00,2014-08-14 00:00:00,JFK,John F. Kennedy International,Carribean Airlines,Passenger Property Loss,Checked Baggage,Automobile Parts & Accessories,0.0,-
6794,2014100617394,2014-09-25 00:00:00,2014-08-07 05:40:00,PVD,"TF Green Airport, Providence",Delta Air Lines  ,Property Damage,Checkpoint,Personal Electronics,0.0,-
6795,2014100617395,2014-09-24 00:00:00,2014-08-30 13:45:00,LGA,LaGuardia ,American Airlines  ,Passenger Property Loss,Checked Baggage,Computer & Accessories,0.0,-
6796,2014100617396,2014-09-24 00:00:00,2014-09-10 00:00:00,MMH,Mammoth Lakes ,Alaska Airlines  ,Property Damage,Checked Baggage,Cameras,0.0,-
6797,2014100617398,2014-09-24 00:00:00,2014-08-14 10:05:00,CMH,Port Columbus International,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Sporting Equipment & Supplies,0.0,-
6798,2014100617399,2014-09-24 00:00:00,2014-09-06 17:30:00,PHX,Phoenix Sky Harbor International,USAir  ,Passenger Property Loss,Checked Baggage,Other,0.0,-
6799,2014100617400,2014-09-25 00:00:00,2014-09-19 10:15:00,SLC,Salt Lake City International Airport,UAL  ,Passenger Property Loss,Checked Baggage,Clothing,0.0,Deny
6800,2014100617401,2014-09-24 00:00:00,2014-09-13 12:00:00,IAD,Washington Dulles International,Delta Air Lines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,0.0,-
6801,2014100617402,2014-09-24 00:00:00,2013-12-19 00:00:00,IND,Indianapolis International,UAL  ,Property Damage,Checked Baggage,Musical Instruments & Accessories,0.0,-
6802,2014100617403,2014-09-25 00:00:00,2014-09-08 15:45:00,STL,Lambert St. Louis International,American Airlines  ,Passenger Property Loss,Checked Baggage,Computer & Accessories,0.0,-
6803,2014100617404,2014-09-25 00:00:00,2013-12-08 05:20:00,SUX,Sioux Gateway,American Airlines  ,Property Damage,Checkpoint,Home Decor,0.0,-
6804,2014100617405,2014-09-25 00:00:00,2014-09-19 06:00:00,BDL,Bradley International Airport,Delta Air Lines  ,Property Damage,Checked Baggage,Sporting Equipment & Supplies,110.0,Approve in Full
6805,2014100617406,2014-09-22 00:00:00,2014-08-12 14:45:00,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses; Cosmetics & Grooming; Sporting Equipment & Supplies; Tools & Home Improvement Supplies,0.0,-
6806,2014100617407,2014-09-23 00:00:00,2013-11-14 10:45:00,RSW,Southwest Florida International,Jet Blue,Passenger Property Loss,Checkpoint,Jewelry & Watches,0.0,-
6807,2014100617408,2014-09-26 00:00:00,2014-07-15 11:00:00,PIT,Pittsburgh International Airport,Delta Air Lines  ,Property Damage,Checkpoint,Computer & Accessories,0.0,-
6808,2014100617409,2014-09-25 00:00:00,2014-08-09 17:00:00,BNA,Nashville International,Delta Air Lines  ,Property Damage,Checked Baggage,Computer & Accessories,180.0,Approve in Full
6809,2014100617410,2014-09-26 00:00:00,2014-09-21 00:00:00,LAX,Los Angeles International Airport ,Virgin Atlantic,Passenger Property Loss,Checked Baggage,Jewelry & Watches,0.0,-
6810,2014100617411,2014-09-26 00:00:00,2014-05-25 00:00:00,EWR,Newark International Airport,UAL  ,Passenger Property Loss,Checked Baggage,Clothing,0.0,-
6811,2014100617412,2014-09-26 00:00:00,2014-09-23 23:00:00,LAX,Los Angeles International Airport ,-,Property Damage,Checked Baggage,Personal Electronics,0.0,-
6812,2014100617413,2014-09-23 00:00:00,2014-09-04 15:00:00,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Passenger Property Loss,Checkpoint,Personal Electronics,0.0,-
6813,2014100617414,2014-09-25 00:00:00,2014-09-24 12:10:00,SJC,Norman Y Mineta San Jose International,Delta Air Lines  ,Property Damage,Checked Baggage,Computer & Accessories,0.0,-
6814,2014100617415,2014-09-29 00:00:00,2014-09-20 14:40:00,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Passenger Property Loss,Other,Personal Electronics,0.0,-
6815,2014100617416,2014-09-25 00:00:00,2014-08-17 14:00:00,SAN,San Diego International,Southwest Airlines  ,Property Damage,Checkpoint,Personal Accessories,0.0,-
6816,2014100617417,2014-09-25 00:00:00,2014-09-13 06:00:00,FLL,Ft. Lauderdale-Hollywood International,Spirit Airlines,Property Damage,Checkpoint,Personal Electronics,0.0,-
6817,2014100617418,2014-09-24 00:00:00,2014-06-26 18:00:00,TOL,Toledo Express,Allegiant Air,Passenger Property Loss,Checked Baggage,Personal Accessories,0.0,-
6818,2014100617419,2014-09-26 00:00:00,2014-09-19 17:15:00,DFW,Dallas-Fort Worth International Airport ,American Airlines  ,Passenger Property Loss,Checkpoint,Other,0.0,-
6819,2014100617420,2014-09-24 00:00:00,2014-08-02 00:00:00,SAN,San Diego International,Alaska Airlines  ,Property Damage,Checked Baggage,Clothing,0.0,-
6820,2014100617421,2014-09-25 00:00:00,2014-09-25 00:00:00,-,-,-,Property Damage,Checkpoint,Computer & Accessories,0.0,-
6821,2014100717422,2014-09-15 00:00:00,2014-04-26 00:00:00,AUS,Austin-Bergstrom International Airport,American Airlines  ,Passenger Property Loss,Checked Baggage,Sporting Equipment & Supplies,0.0,-
6822,2014100717423,2014-09-26 00:00:00,2014-09-22 00:00:00,HYA,"Barnstable Municipal, Hyannis",Cape Air  ,Passenger Property Loss,Checked Baggage,Personal Accessories,0.0,-
6823,2014100717424,2014-09-25 00:00:00,2014-09-19 12:30:00,SNA,John Wayne,UAL  ,Passenger Property Loss,Checkpoint,Jewelry & Watches,0.0,Deny
6824,2014100717425,2014-09-28 00:00:00,2014-07-20 21:00:00,SJC,Norman Y Mineta San Jose International,Jet Blue,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses; Personal Accessories,0.0,-
6825,2014100717426,2014-09-26 00:00:00,2014-08-29 00:00:00,IAH,Houston - George Bush Intercontinental Airport,British Airways  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,0.0,-
6826,2014100717427,2014-09-26 00:00:00,2014-09-18 15:15:00,F,Foreign airport,British Airways  ,Passenger Property Loss,Checked Baggage,Travel Accessories,0.0,-
